5-hydroxytryptamine (serotonin) receptor 2A	FBgn0087012	5-hydroxytryptamine (Serotonin) receptor 2A, isoform A	Q9VN38	Q9VN38_DROME
5-hydroxytryptamine (serotonin) receptor 2A	FBgn0087012	5-hydroxytryptamine (Serotonin) receptor 2A, isoform B	Q8IPN2	Q8IPN2_DROME
5-hydroxytryptamine (serotonin) receptor 2A	FBgn0087012	5-hydroxytryptamine (Serotonin) receptor 2A, isoform F	E1JJ46	E1JJ46_DROME
5-hydroxytryptamine (serotonin) receptor 2A	FBgn0087012	5-hydroxytryptamine (Serotonin) receptor 2A, isoform H	A8JQT4	A8JQT4_DROME
5-hydroxytryptamine (serotonin) receptor 2A	FBgn0087012	HL07802p	Q95RY6	Q95RY6_DROME
5-hydroxytryptamine (serotonin) receptor 2A	FBgn0087012	RH04788p	Q6AWQ4	Q6AWQ4_DROME
5-hydroxytryptamine (serotonin) receptor 2A	FBgn0087012	Serotonin receptor 5-HT2 subtype	Q24511	Q24511_DROME
5-hydroxytryptamine (serotonin) receptor 2B	FBgn0261929	5-hydroxytryptamine (Serotonin) receptor 2B, isoform E	A0A0B4KFU6	A0A0B4KFU6_DROME
5-hydroxytryptamine (serotonin) receptor 2B	FBgn0261929	Serotonin receptor subtype 2B	Q8INQ6	Q8INQ6_DROME
5-hydroxytryptamine (serotonin) receptor 7	FBgn0004573	5-hydroxytryptamine receptor 1	P20905	5HT1R_DROME
5PtaseI	FBgn0259178	5PtaseI, isoform C	B7Z0Q2	B7Z0Q2_DROME
5PtaseI	FBgn0259178	5PtaseI, isoform F	B7Z0Q1	B7Z0Q1_DROME
5PtaseI	FBgn0259178	FI19005p1	Q8IMU3	Q8IMU3_DROME
5PtaseI	FBgn0259178	RE64196p	Q8IGM4	Q8IGM4_DROME
5PtaseI	FBgn0259178	SD05875p	Q8T8Q6	Q8T8Q6_DROME
6-phosphofructo-2-kinase	FBgn0027621	6-phosphofructo 2-kinase/fructose 2,6-bisphosphatase short form	Q9Y1W3	Q9Y1W3_DROME
6-phosphofructo-2-kinase	FBgn0027621	6-phosphofructo-2-kinase, isoform M	Q0KHQ6	Q0KHQ6_DROME
6-phosphofructo-2-kinase	FBgn0027621	6-phosphofructo-2-kinase, isoform N	X2JED9	X2JED9_DROME
6-phosphofructo-2-kinase	FBgn0027621	GH17337p	Q9VWH7	Q9VWH7_DROME
7B2	FBgn0041707	7B2, isoform B	Q59E04	Q59E04_DROME
7B2	FBgn0041707	GH01053p	Q9VNB0	Q9VNB0_DROME
7B2	FBgn0041707	Secretory granule neuroendocrine protein	Q9N9Z7	Q9N9Z7_DROME
8-oxoguanine DNA glycosylase	FBgn0027864	N-glycosylase/DNA lyase	Q9V3I8	OGG1_DROME
825-Oak	FBgn0052208	825-Oak	Q8IQU7	Q8IQU7_DROME
A kinase anchor protein 200	FBgn0027932	A kinase anchor protein 200	Q9U7E7	Q9U7E7_DROME
A kinase anchor protein 200	FBgn0027932	A kinase anchor protein 200, isoform F	Q8IPF5	Q8IPF5_DROME
A kinase anchor protein 200	FBgn0027932	CG13388-PD, isoform D	Q86BM5	Q86BM5_DROME
A kinase anchor protein 200	FBgn0027932	Delta-A kinase anchor protein 200	Q9U7E6	Q9U7E6_DROME
A kinase anchor protein 200	FBgn0027932	LD42903p	Q9VLL3	Q9VLL3_DROME
A16	FBgn0028965	LD10135p	Q9VK43	Q9VK43_DROME
ABC transporter expressed in trachea	FBgn0020762	ABC transporter	Q9UAF0	Q9UAF0_DROME
ABC transporter expressed in trachea	FBgn0020762	ABC transporter expressed in trachea, isoform D	Q9VQY4	Q9VQY4_DROME
ABC transporter expressed in trachea	FBgn0020762	IP16922p	A2RVF0	A2RVF0_DROME
ABC transporter expressed in trachea	FBgn0020762	RE01860p	Q8MS50	Q8MS50_DROME
ACXA	FBgn0040510	ACXA, isoform A	Q9VK51	Q9VK51_DROME
ACXA	FBgn0040510	ACXA, isoform C	M9NDN7	M9NDN7_DROME
ACXA	FBgn0040510	ACXA, isoform D	M9NF12	M9NF12_DROME
ACXA	FBgn0040510	ACXA, isoform G	M9PBA8	M9PBA8_DROME
ACXA	FBgn0040510	ACXA, isoform H	X2JAA1	X2JAA1_DROME
ACXA	FBgn0040510	AT28702p	Q8MZ70	Q8MZ70_DROME
ACXA	FBgn0040510	Adenylyl cyclase ACXA	Q9NJA2	Q9NJA2_DROME
ACXB	FBgn0040509	ACXB	Q9VK52	Q9VK52_DROME
ACXB	FBgn0040509	Adenylyl cyclase ACXB	Q9NJA1	Q9NJA1_DROME
ACXC	FBgn0040508	Adenylyl cyclase ACXC	Q9VK53	Q9VK53_DROME
ACXC	FBgn0040508	CG5983-PB, isoform B	Q2PDU2	Q2PDU2_DROME
ACXC	FBgn0040508	GH14744p	Q8MRM8	Q8MRM8_DROME
ACXD	FBgn0040507	ACXD, isoform B	M9PE08	M9PE08_DROME
ACXD	FBgn0040507	Adenylyl cyclase ACXD	Q9NJ99	Q9NJ99_DROME
ACXD	FBgn0040507	FI03459p	Q9W038	Q9W038_DROME
ACXD	FBgn0040507	RE26442p	Q8IGU9	Q8IGU9_DROME
ACXE	FBgn0040506	ACXE	Q9VK50	Q9VK50_DROME
ACXE	FBgn0040506	Adenylyl cyclase ACXE	Q9NJ94	Q9NJ94_DROME
ACXE	FBgn0040506	LP21695p	Q5BI83	Q5BI83_DROME
ADAM metallopeptidase with thrombospondin type 1 motif A	FBgn0038341	ADAM metallopeptidase with thrombospondin type 1 motif A, isoform C	A0A0B4KHK4	A0A0B4KHK4_DROME
ADAM metallopeptidase with thrombospondin type 1 motif A	FBgn0038341	ADAM metallopeptidase with thrombospondin type 1 motif A, isoform E	Q7KSH7	Q7KSH7_DROME
ADAM metallopeptidase with thrombospondin type 1 motif A	FBgn0038341	GH16393p	Q8SXB0	Q8SXB0_DROME
ADD domain-containing protein 1	FBgn0026573	CG8290, isoform A	A1Z8R2	A1Z8R2_DROME
ADD domain-containing protein 1	FBgn0026573	CG8290, isoform E	A0A0B4LEU5	A0A0B4LEU5_DROME
ADD domain-containing protein 1	FBgn0026573	LD24316p	Q961B8	Q961B8_DROME
ADD domain-containing protein 1	FBgn0026573	LD37351p	Q960S5	Q960S5_DROME
ADD domain-containing protein 1	FBgn0026573	RE53824p	Q86PD1	Q86PD1_DROME
ADP ribosylation factor at 102F	FBgn0013749	ADP-ribosylation factor 2	P40945	ARF2_DROME
ADP ribosylation factor at 51F	FBgn0013750	ADP-ribosylation factor 3	P40946	ARF3_DROME
ADP ribosylation factor at 79F	FBgn0010348	ADP-ribosylation factor 1	P61209	ARF1_DROME
ADP ribosylation factor-like 1	FBgn0000115	ADP-ribosylation factor-like protein 1	P25160	ARL1_DROME
ADP ribosylation factor-like 2	FBgn0004908	ADP-ribosylation factor-like protein 2	Q06849	ARL2_DROME
ADP ribosylation factor-like 4	FBgn0039889	ADP ribosylation factor-like 4, isoform B	H9XVM3	H9XVM3_DROME
ADP ribosylation factor-like 4	FBgn0039889	ADP ribosylation factor-like 4, isoform C	L0MN60	L0MN60_DROME
ADP ribosylation factor-like 4	FBgn0039889	AT26185p	Q9V4B2	Q9V4B2_DROME
ADP ribosylation factor-like 6	FBgn0034446	ADP ribosylation factor-like 6, isoform A	A1ZBK9	A1ZBK9_DROME
ADP ribosylation factor-like 6	FBgn0034446	ADP ribosylation factor-like 6, isoform B	A0A0B4LFW0	A0A0B4LFW0_DROME
ADP-ribosylation factor GTPase activating protein 1	FBgn0020655	ADP-ribosylation factor GTPase activating protein 1, isoform B	M9PFF1	M9PFF1_DROME
ADP-ribosylation factor GTPase activating protein 1	FBgn0020655	Putative ARF1 GTPase activating protein	O18358	O18358_DROME
ADP-ribosylation factor GTPase activating protein 1	FBgn0020655	RE63354p	Q9VTX5	Q9VTX5_DROME
ADP-ribosylation factor GTPase activating protein 3	FBgn0037182	ADP-ribosylation factor GTPase activating protein 3, isoform E	M9PGG0	M9PGG0_DROME
ADP-ribosylation factor GTPase activating protein 3	FBgn0037182	ADP-ribosylation factor GTPase activating protein 3, isoform F	M9PG88	M9PG88_DROME
ADP-ribosylation factor GTPase activating protein 3	FBgn0037182	ADP-ribosylation factor GTPase activating protein 3, isoform G	M9PIL3	M9PIL3_DROME
ADP-ribosylation factor GTPase activating protein 3	FBgn0037182	ADP-ribosylation factor GTPase activating protein 3, isoform H	A8JNX0	A8JNX0_DROME
ADP-ribosylation factor GTPase activating protein 3	FBgn0037182	LD46935p	Q9VNS2	Q9VNS2_DROME
ADP-ribosylation factor related protein 1	FBgn0030088	LD17730p	Q9W389	Q9W389_DROME
ADP-ribosylation factor-like 5	FBgn0035866	LD31204p	Q9VSG8	Q9VSG8_DROME
ALG-2 interacting protein X	FBgn0086346	LD25543p	Q9VB05	Q9VB05_DROME
AMP deaminase	FBgn0052626	AMP deaminase, isoform F	Q76NQ9	Q76NQ9_DROME
AMP deaminase	FBgn0052626	AMP deaminase, isoform G	Q76NR0	Q76NR0_DROME
AMP deaminase	FBgn0052626	AMP deaminase, isoform H	M9MS55	M9MS55_DROME
AMP deaminase	FBgn0052626	AMP deaminase, isoform I	M9NDW2	M9NDW2_DROME
AMP deaminase	FBgn0052626	AMP deaminase, isoform K	X2JEY5	X2JEY5_DROME
AMP deaminase	FBgn0052626	AMP deaminase, isoform L	X2JFA0	X2JFA0_DROME
AMP deaminase	FBgn0052626	AMP deaminase,isoform E	Q9VY76	Q9VY76_DROME
AMP deaminase	FBgn0052626	GH10492p	Q961Q7	Q961Q7_DROME
AMP deaminase	FBgn0052626	RH56322p1	D0IQK3	D0IQK3_DROME
AMP-activated protein kinase alpha subunit	FBgn0023169	LP06206p	Q5U118	Q5U118_DROME
AMP-activated protein kinase alpha subunit	FBgn0023169	SNF1A	Q7KK41	Q7KK41_DROME
AMP-activated protein kinase alpha subunit	FBgn0023169	SNF1A/AMP-activated protein kinase	O18645	O18645_DROME
ANKLE2 ortholog	FBgn0028343	Lethal (1) G0222, isoform F	Q9VX44	Q9VX44_DROME
ANKLE2 ortholog	FBgn0028343	Lethal (1) G0222, isoform G	X2JCC5	X2JCC5_DROME
ANKLE2 ortholog	FBgn0028343	SD02148p	Q8MQX9	Q8MQX9_DROME
APC-like	FBgn0015589	APC-like, isoform B	Q9VAS9	Q9VAS9_DROME
APC-like	FBgn0015589	Adenomatous polyposis coli	P91667	P91667_DROME
APC-like	FBgn0015589	""	""	FBpp0401491
APP-like protein interacting protein 1	FBgn0040281	JNK-interacting protein 1	Q9W0K0	JIP1_DROME
APP-like protein interacting protein 1	FBgn0040281	JNK-interacting protein 1	Q9W0K0-2	JIP1_DROME-2
APP-like protein interacting protein 1	FBgn0040281	""	""	FBpp0072522
ASCIZ homolog	FBgn0035407	AT25633p	Q9VZU1	Q9VZU1_DROME
ATP citrate lyase	FBgn0020236	ATP-citrate synthase	A0A0B4LFH8	A0A0B4LFH8_DROME
ATP citrate lyase	FBgn0020236	ATP-citrate synthase	E2QCF1	E2QCF1_DROME
ATP citrate lyase	FBgn0020236	ATP-citrate synthase	Q7KN85	Q7KN85_DROME
ATP citrate lyase	FBgn0020236	SD07805p	Q6NR74	Q6NR74_DROME
ATP synthase	FBgn0010612	RH28372p	Q9VKM3	Q9VKM3_DROME
ATP synthase, beta subunit	FBgn0010217	ATP synthase subunit beta	L0MQ04	L0MQ04_DROME
ATP synthase, beta subunit	FBgn0010217	ATP synthase subunit beta, mitochondrial	Q05825	ATPB_DROME
ATP synthase, beta subunit-like	FBgn0036568	ATP synthase subunit beta	Q8T4C4	Q8T4C4_DROME
ATP synthase, coupling factor 6	FBgn0016119	ATP synthase-coupling factor 6, mitochondrial	Q24407	ATP5J_DROME
ATP synthase, coupling factor 6-like	FBgn0035585	CG12027	Q9VZ72	Q9VZ72_DROME
ATP synthase, delta subunit	FBgn0028342	RE24457p	Q9W2X6	Q9W2X6_DROME
ATP synthase, epsilon subunit-like	FBgn0051477	IP03962p	Q9VH24	Q9VH24_DROME
ATP synthase, gamma subunit	FBgn0020235	ATP synthase subunit gamma, mitochondrial	O01666	ATPG_DROME
ATP synthase, oligomycin sensitivity conferring protein	FBgn0016691	ATP synthase subunit O, mitochondrial	Q24439	ATPO_DROME
ATP synthase, subunit B	FBgn0019644	ATP synthase subunit b, mitochondrial	Q94516	AT5F1_DROME
ATP synthase, subunit C	FBgn0039830	FI17004p1	H0RNC4	H0RNC4_DROME
ATP synthase, subunit C	FBgn0039830	GM13193p	Q6NN09	Q6NN09_DROME
ATP synthase, subunit D	FBgn0016120	ATP synthase subunit d, mitochondrial	Q24251	ATP5H_DROME
ATP synthase, subunit E	FBgn0038224	GH08548p	O77134	O77134_DROME
ATP synthase, subunit F	FBgn0035032	Putative ATP synthase subunit f, mitochondrial	Q9W141	ATPK_DROME
ATP synthase, subunit F	FBgn0035032	Putative ATP synthase subunit f, mitochondrial	Q9W141-2	ATPK_DROME-2
ATP synthase, subunit G-like	FBgn0031941	IP04957p	Q9VLY0	Q9VLY0_DROME
ATP-dependent chromatin assembly factor large subunit	FBgn0027620	ATP-dependent chromatin assembly factor large subunit	Q9V9T4	Q9V9T4_DROME
ATP-dependent chromatin assembly factor large subunit	FBgn0027620	ATP-dependent chromatin assembly factor large subunit	Q9Y0W1	Q9Y0W1_DROME
ATP-dependent chromatin assembly factor large subunit	FBgn0027620	Chromatin accessibility complex (CHRAC)	Q9NG24	Q9NG24_DROME
ATP-dependent chromatin assembly factor large subunit	FBgn0027620	LD09043p	Q95RV8	Q95RV8_DROME
ATP7	FBgn0030343	ATP7, isoform C	Q9VYT4	Q9VYT4_DROME
ATPase 8B	FBgn0037989	Phospholipid-transporting ATPase	A0A0B4K638	A0A0B4K638_DROME
ATPase 8B	FBgn0037989	Phospholipid-transporting ATPase	A0A0B4K669	A0A0B4K669_DROME
ATPase 8B	FBgn0037989	Phospholipid-transporting ATPase	A0A0B4K756	A0A0B4K756_DROME
ATPase 8B	FBgn0037989	Phospholipid-transporting ATPase	A0A0B4LH21	A0A0B4LH21_DROME
ATPase 8B	FBgn0037989	Phospholipid-transporting ATPase	A0A0B4LH22	A0A0B4LH22_DROME
ATPase 8B	FBgn0037989	Phospholipid-transporting ATPase	A0A0B4LH79	A0A0B4LH79_DROME
ATPase 8B	FBgn0037989	Phospholipid-transporting ATPase	Q9VGD4	Q9VGD4_DROME
Aac11	FBgn0027885	Apoptosis inhibitor 5 homolog	Q9V431	API5_DROME
Abdominal B	FBgn0000015	Abdominal B, isoform F	A0A0B4KGT1	A0A0B4KGT1_DROME
Abdominal B	FBgn0000015	Drosophila distal BX-C region (bithorax complex) pH189 5' region	V9H1H6	V9H1H6_DROME
Abdominal B	FBgn0000015	Drosophila pH189 mRNA of distal BX-C region (bithorax complex) coding for homeoprotein (confering r element function)	Q9VEQ7	Q9VEQ7_DROME
Abdominal B	FBgn0000015	Homeobox protein abdominal-B	P09087	ABDB_DROME
Abdominal B	FBgn0000015	Homeobox protein abdominal-B	P09087-2	ABDB_DROME-2
Abdominal B	FBgn0000015	RE29418p	A4V304	A4V304_DROME
Abdominal B	FBgn0000015	RE47096p	Q86P38	Q86P38_DROME
Abdominal B	FBgn0000015	""	""	FBpp0312359
Abelson interacting protein	FBgn0020510	Abelson interacting protein, isoform E	A0A0B4KH51	A0A0B4KH51_DROME
Abelson interacting protein	FBgn0020510	Abelsoninteracting protein, isoform D	A0A0B4K774	A0A0B4K774_DROME
Abelson interacting protein	FBgn0020510	LD37010p	Q9Y0S9	Q9Y0S9_DROME
Abl tyrosine kinase	FBgn0000017	Non-specific protein-tyrosine kinase	A8JNU2	A8JNU2_DROME
Abl tyrosine kinase	FBgn0000017	Non-specific protein-tyrosine kinase	M9PCT8	M9PCT8_DROME
Abl tyrosine kinase	FBgn0000017	Non-specific protein-tyrosine kinase	M9PCU1	M9PCU1_DROME
Abl tyrosine kinase	FBgn0000017	Non-specific protein-tyrosine kinase	M9PFI5	M9PFI5_DROME
Abl tyrosine kinase	FBgn0000017	Non-specific protein-tyrosine kinase	M9PFI8	M9PFI8_DROME
Abl tyrosine kinase	FBgn0000017	Non-specific protein-tyrosine kinase	M9PFS1	M9PFS1_DROME
Abl tyrosine kinase	FBgn0000017	Non-specific protein-tyrosine kinase	M9PFX0	M9PFX0_DROME
Abl tyrosine kinase	FBgn0000017	Non-specific protein-tyrosine kinase	M9PI83	M9PI83_DROME
Abl tyrosine kinase	FBgn0000017	Tyrosine-protein kinase Abl	P00522	ABL_DROME
Abnormal X segregation	FBgn0000152	Anoctamin	O97132	O97132_DROME
Ac3	FBgn0023416	Ac3, isoform A	Q9V9R3	Q9V9R3_DROME
Ac3	FBgn0023416	Adenylyl cyclase isoform DAC39E	O96306	O96306_DROME
Ac3	FBgn0023416	LD27878p	Q95RI9	Q95RI9_DROME
Accessory gland protein 24A4	FBgn0051779	ACP24A4	Q45WF1	Q45WF1_DROME
Accessory gland protein 24A4	FBgn0051779	ACP24A4	Q45WF3	Q45WF3_DROME
Accessory gland protein 24A4	FBgn0051779	ACP24A4	Q45WF5	Q45WF5_DROME
Accessory gland protein 24A4	FBgn0051779	ACP24A4	Q45WF6	Q45WF6_DROME
Accessory gland protein 24A4	FBgn0051779	IP06105p	Q4V621	Q4V621_DROME
Accessory gland protein 26Aa	FBgn0002855	Accessory gland-specific peptide 26Aa	P10333	MS2A_DROME
Accessory gland protein 26Ab	FBgn0002856	Accessory gland-specific peptide 26Ab	P10334	MS2B_DROME
Accessory gland protein 29AB	FBgn0015583	Accessory gland protein Acp29AB	O46197	A29AB_DROME
Accessory gland protein 32CD	FBgn0023415	Accessory gland protein 32CD, isoform B	X2J5M2	X2J5M2_DROME
Accessory gland protein 32CD	FBgn0023415	Accessory gland protein Acp32CD	O46203	A32CD_DROME
Accessory gland protein 32CD	FBgn0023415	Accessory gland protein Acp32CD	O46203-2	A32CD_DROME-2
Accessory gland protein 36DE	FBgn0011559	Accessory gland protein Acp36DE	Q9V3R1	A36DE_DROME
Accessory gland protein 53C14a	FBgn0034152	ACP53C14A	Q6GUT9	Q6GUT9_DROME
Accessory gland protein 53C14a	FBgn0034152	Accessory gland protein 53C14a, isoform B	Q6GUT7	Q6GUT7_DROME
Accessory gland protein 53C14b	FBgn0034153	ACP53C14B	Q6GUS0	Q6GUS0_DROME
Accessory gland protein 53C14b	FBgn0034153	ACP53C14B	Q6GUS1	Q6GUS1_DROME
Accessory gland protein 53C14b	FBgn0034153	IP05657p	Q6GUR9	Q6GUR9_DROME
Accessory gland protein 53C14c	FBgn0053530	ACP53C14C	Q6GUU9	Q6GUU9_DROME
Accessory gland protein 53C14c	FBgn0053530	ACP53C14C	Q6GUV0	Q6GUV0_DROME
Accessory gland protein 53C14c	FBgn0053530	ACP53C14C	Q6GUV2	Q6GUV2_DROME
Accessory gland protein 53C14c	FBgn0053530	ACP53C14C	Q6GUV3	Q6GUV3_DROME
Accessory gland protein 53C14c	FBgn0053530	ACP53C14C	Q6GUV4	Q6GUV4_DROME
Accessory gland protein 53C14c	FBgn0053530	IP20206p	Q6IGA4	Q6IGA4_DROME
Accessory gland protein 53Ea	FBgn0015584	Accessory gland protein Acp53Ea	O46199	A53E_DROME
Accessory gland protein 54A1	FBgn0083936	ACP54A1	Q45WG5	Q45WG5_DROME
Accessory gland protein 54A1	FBgn0083936	ACP54A1	Q45WH0	Q45WH0_DROME
Accessory gland protein 54A1	FBgn0083936	ACP54A1	Q45WH1	Q45WH1_DROME
Accessory gland protein 54A1	FBgn0083936	ACP54A1	Q45WH2	Q45WH2_DROME
Accessory gland protein 54A1	FBgn0083936	ACP54A1	Q45WH3	Q45WH3_DROME
Accessory gland protein 54A1	FBgn0083936	ACP54A1	Q45WH6	Q45WH6_DROME
Accessory gland protein 54A1	FBgn0083936	IP21503p	Q45WI1	Q45WI1_DROME
Accessory gland protein 62F	FBgn0020509	Accessory gland protein Acp62F	O46202	A62F_DROME
Accessory gland protein 63F	FBgn0015585	Accessory gland protein Acp63F	O46200	A63F_DROME
Accessory gland protein 76A	FBgn0015586	Accessory gland protein 76A, isoform B	M9NEE3	M9NEE3_DROME
Accessory gland protein 76A	FBgn0015586	Accessory gland protein Acp76A	Q9VVW1	A76A_DROME
Accessory gland protein 76A	FBgn0015586	""	""	FBpp0074805
Accessory gland protein 95EF	FBgn0002863	Accessory gland-specific peptide 95EF	P16548	A95EF_DROME
Accessory gland protein 98AB	FBgn0263597	Accessory gland protein 98AB	A0A0B4KHZ7	A0A0B4KHZ7_DROME
Accessory gland protein 98AB	FBgn0263597	Accessory gland protein 98AB	O46201	A98AB_DROME
Accessory gland-specific peptide 33A	FBgn0267327	Accessory gland peptide Acp33A	O46227	A33A_DROME
Acetyl Coenzyme A synthase	FBgn0012034	Acetyl-coenzyme A synthetase	Q59E09	Q59E09_DROME
Acetyl Coenzyme A synthase	FBgn0012034	Acetyl-coenzyme A synthetase	Q9VP61	ACSA_DROME
Acetyl Coenzyme A synthase	FBgn0012034	Acetyl-coenzyme A synthetase	Q9VP61-2	ACSA_DROME-2
Acetyl Coenzyme A synthase	FBgn0012034	""	""	FBpp0078068
Acetyl-CoA carboxylase	FBgn0033246	Acetyl-CoA carboxylase, isoform A	A1Z784	A1Z784_DROME
Acetyl-CoA carboxylase	FBgn0033246	Acetyl-CoA carboxylase, isoform E	A8DY67	A8DY67_DROME
Acetyl-CoA carboxylase	FBgn0033246	GH12002p	Q7JV23	Q7JV23_DROME
Acetylcholine esterase	FBgn0000024	Acetylcholinesterase	P07140	ACES_DROME
Acetylcholine esterase	FBgn0000024	Carboxylic ester hydrolase	A0A0B4KGI5	A0A0B4KGI5_DROME
Acetylcholine esterase	FBgn0000024	Carboxylic ester hydrolase	E1JIJ8	E1JIJ8_DROME
Acetylcholine esterase	FBgn0000024	GH25720p	Q8T0K7	Q8T0K7_DROME
Acid phosphatase 1	FBgn0000032	RE14694p	Q9VAD0	Q9VAD0_DROME
Acid phosphatase 1	FBgn0000032	RE40943p	Q8I0P9	Q8I0P9_DROME
Acinus	FBgn0263198	LD23757p	Q9VJ12	Q9VJ12_DROME
Acinus	FBgn0263198	LD46360p	Q8MRH4	Q8MRH4_DROME
Acireductone dioxygenase 1	FBgn0052068	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	Q6AWN0	MTND_DROME
Aconitase	FBgn0010100	Aconitate hydratase, mitochondrial	Q9VIE8	Q9VIE8_DROME
Actin 42A	FBgn0000043	Actin-42A	P02572	ACT2_DROME
Actin 57B	FBgn0000044	Actin-57B	P53501	ACT3_DROME
Actin 5C	FBgn0000042	Actin-5C	P10987	ACT1_DROME
Actin 79B	FBgn0000045	Actin, larval muscle	P02574	ACT4_DROME
Actin 87E	FBgn0000046	Actin-87E	P10981	ACT5_DROME
Actin 88F	FBgn0000047	Actin, indirect flight muscle	P83967	ACT6_DROME
Actin binding protein 1	FBgn0036372	Drebrin-like protein	Q9VU84	DBNL_DROME
Actin-related protein 1	FBgn0011745	Actin-related protein 1	P45889	ACTZ_DROME
Actin-related protein 10	FBgn0031050	LD33759p	Q9VWE8	Q9VWE8_DROME
Actin-related protein 2	FBgn0011742	Actin-related protein 2	P45888	ARP2_DROME
Actin-related protein 2	FBgn0011742	Actin-related protein 2	P45888-2	ARP2_DROME-2
Actin-related protein 2	FBgn0011742	""	""	FBpp0074070
Actin-related protein 2/3 complex, subunit 1	FBgn0001961	SD06579p	O97182	O97182_DROME
Actin-related protein 2/3 complex, subunit 2	FBgn0032859	Actin-related protein 2/3 complex subunit 2	Q9VIM5	ARPC2_DROME
Actin-related protein 2/3 complex, subunit 3A	FBgn0038369	Actin-related protein 2/3 complex subunit 3	Q9VF28	Q9VF28_DROME
Actin-related protein 2/3 complex, subunit 3B	FBgn0065032	Actin-related protein 2/3 complex subunit 3	A8JV29	A8JV29_DROME
Actin-related protein 2/3 complex, subunit 3B	FBgn0065032	Actin-related protein 2/3 complex subunit 3	Q9VX82	Q9VX82_DROME
Actin-related protein 2/3 complex, subunit 4	FBgn0031781	RE43724p	Q9VMH2	Q9VMH2_DROME
Actin-related protein 2/3 complex, subunit 5	FBgn0031437	""	""	FBpp0077378
Actin-related protein 3	FBgn0262716	Actin-related protein 3	P32392	ARP3_DROME
