FBgn0000055	Alcohol dehydrogenase	P00334
FBgn0000055	Alcohol dehydrogenase	""
FBgn0000056	Adh-related	P91615
FBgn0000057	adipose	Q7K7W5
FBgn0000057	adipose	Q95TD6
FBgn0000061	aristaless	Q06453
FBgn0000063	Monopolar spindle 1	A0A0B4KG66
FBgn0000063	Monopolar spindle 1	Q9VEH1
FBgn0000064	Aldolase	A4V3G1
FBgn0000064	Aldolase	F3YDE2
FBgn0000064	Aldolase	P07764
FBgn0000064	Aldolase	P07764-2
FBgn0000064	Aldolase	P07764-3
FBgn0000071	Amalgam	P15364
FBgn0000071	Amalgam	Q7KSX2
FBgn0000075	alpha methyl dopa-resistant	P18486
FBgn0000075	alpha methyl dopa-resistant	Q5BID9
FBgn0000075	alpha methyl dopa-resistant	Q9VIZ9
FBgn0000077	almondex	Q9U4H5
FBgn0000078	Amylase distal	P81641
FBgn0000078	Amylase distal	Q2VY98
FBgn0000078	Amylase distal	Q2VY99
FBgn0000078	Amylase distal	Q2VYA2
FBgn0000078	Amylase distal	Q5BIJ9
FBgn0000078	Amylase distal	Q9BPS4
FBgn0000078	Amylase distal	Q9BPS9
FBgn0000079	Amylase proximal	A0A0B4LGS0
FBgn0000079	Amylase proximal	P08144
FBgn0000079	Amylase proximal	Q2VYA0
FBgn0000079	Amylase proximal	Q2VYA1
FBgn0000079	Amylase proximal	Q2VYA3
FBgn0000083	Annexin B9	A0A0B4KH34
FBgn0000083	Annexin B9	P22464
FBgn0000083	Annexin B9	P22464-2
FBgn0000083	Annexin B9	P22464-3
FBgn0000083	Annexin B9	""
FBgn0000084	Annexin B10	P22465
FBgn0000084	Annexin B10	P22465-2
FBgn0000084	Annexin B10	""
FBgn0000092	""	O76879
FBgn0000094	Andropin	P21663
FBgn0000097	anterior open	Q01842
FBgn0000100	Ribosomal protein LP0	P19889
FBgn0000108	beta amyloid protein precursor-like	M9NDH5
FBgn0000108	beta amyloid protein precursor-like	M9NE22
FBgn0000108	beta amyloid protein precursor-like	M9NEM2
FBgn0000108	beta amyloid protein precursor-like	M9NFQ0
FBgn0000108	beta amyloid protein precursor-like	M9NGF6
FBgn0000108	beta amyloid protein precursor-like	P14599
FBgn0000109	Adenine phosphoribosyltransferase	P12426
FBgn0000114	arrest	M9PDB0
FBgn0000114	arrest	O02374
FBgn0000114	arrest	O18409
FBgn0000114	arrest	Q8IP89
FBgn0000114	arrest	Q8IP90
FBgn0000114	arrest	Q8MSG0
FBgn0000114	arrest	Q8SYC0
FBgn0000114	arrest	Q960Z4
FBgn0000115	ADP ribosylation factor-like 1	P25160
FBgn0000116	Arginine kinase	A8JNP2
FBgn0000116	Arginine kinase	P48610
FBgn0000116	Arginine kinase	P48610-2
FBgn0000116	Arginine kinase	P48610-3
FBgn0000116	Arginine kinase	P48610-4
FBgn0000116	Arginine kinase	""
FBgn0000116	Arginine kinase	""
FBgn0000116	Arginine kinase	""
FBgn0000117	armadillo	P18824
FBgn0000117	armadillo	P18824-2
FBgn0000117	armadillo	""
FBgn0000119	arrow	A1Z9D7
FBgn0000119	arrow	Q6AWJ8
FBgn0000119	arrow	Q95V09
FBgn0000119	arrow	Q9NHE9
FBgn0000120	Arrestin 1	P15372
FBgn0000120	Arrestin 1	X2J8V5
FBgn0000121	Arrestin 2	P19107
FBgn0000121	Arrestin 2	Q5BIJ0
FBgn0000137	asense	P09775
FBgn0000139	absent, small, or homeotic discs 2	A0A0B4K7H6
FBgn0000139	absent, small, or homeotic discs 2	Q94545
FBgn0000139	absent, small, or homeotic discs 2	Q94545-2
FBgn0000139	absent, small, or homeotic discs 2	""
FBgn0000140	abnormal spindle	Q9VC45
FBgn0000146	aubergine	O76922
FBgn0000146	aubergine	O76922-2
FBgn0000146	aubergine	""
FBgn0000147	aurora A	Q27393
FBgn0000147	aurora A	Q9VGF9
FBgn0000150	abnormal wing discs	A0A0B4LHX6
FBgn0000150	abnormal wing discs	P08879
FBgn0000152	Abnormal X segregation	O97132
FBgn0000153	black	Q24062
FBgn0000153	black	X2J8B3
FBgn0000157	Distal-less	A2VEF7
FBgn0000157	Distal-less	P20009
FBgn0000157	Distal-less	P20009-2
FBgn0000157	Distal-less	""
FBgn0000158	bag of marbles	P22745
FBgn0000163	bazooka	O96782
FBgn0000163	bazooka	Q0KHR3
FBgn0000163	bazooka	Q9VX75
FBgn0000163	bazooka	X2JCB3
FBgn0000163	bazooka	X2JFU8
FBgn0000166	bicoid	P09081
FBgn0000166	bicoid	P09081-2
FBgn0000166	bicoid	P09081-3
FBgn0000166	bicoid	P09081-4
FBgn0000166	bicoid	P09081-5
FBgn0000166	bicoid	""
FBgn0000166	bicoid	""
FBgn0000166	bicoid	""
FBgn0000166	bicoid	""
FBgn0000173	bendless	P35128
FBgn0000179	bifid	E1JJD8
FBgn0000179	bifid	M9NE80
FBgn0000179	bifid	M9NEV8
FBgn0000179	bifid	M9PH16
FBgn0000179	bifid	Q24432
FBgn0000179	bifid	X2JI97
FBgn0000180	big brain	M9PB86
FBgn0000180	big brain	P23645
FBgn0000181	bicaudal	Q7KM15
FBgn0000181	bicaudal	Q9U9Q7
FBgn0000182	Bicaudal C	Q24009
FBgn0000182	Bicaudal C	""
FBgn0000183	Bicaudal D	M9NDR2
FBgn0000183	Bicaudal D	M9PDB8
FBgn0000183	Bicaudal D	P16568
FBgn0000206	bride of sevenless	P22815
FBgn0000206	bride of sevenless	Q24265
FBgn0000206	bride of sevenless	Q8MSJ2
FBgn0000212	brahma	M9PFM5
FBgn0000212	brahma	M9PFS6
FBgn0000212	brahma	P25439
FBgn0000212	brahma	P25439-2
FBgn0000212	brahma	""
FBgn0000216	Bearded	O16528
FBgn0000216	Bearded	Q5G1W4
FBgn0000216	Bearded	Q5G1X9
FBgn0000216	Bearded	Q5G1Y7
FBgn0000221	brainiac	Q24157
FBgn0000227	Blastoderm-specific gene 25A	Q7JNF5
FBgn0000227	Blastoderm-specific gene 25A	Q9VR17
FBgn0000228	Blastoderm-specific gene 25D	C9QPC2
FBgn0000228	Blastoderm-specific gene 25D	M9MRD3
FBgn0000228	Blastoderm-specific gene 25D	M9PB42
FBgn0000228	Blastoderm-specific gene 25D	M9PC27
FBgn0000228	Blastoderm-specific gene 25D	P11929
FBgn0000228	Blastoderm-specific gene 25D	Q8IPK8
FBgn0000228	Blastoderm-specific gene 25D	Q9VMS6
FBgn0000228	Blastoderm-specific gene 25D	""
FBgn0000229	basket	P92208
FBgn0000229	basket	Q8IGX1
FBgn0000233	buttonhead	Q24266
FBgn0000233	buttonhead	Q8SXR3
FBgn0000239	burgundy	Q8WSN4
FBgn0000239	burgundy	Q9VIE7
FBgn0000241	brown	P12428
FBgn0000241	brown	P12428-5
FBgn0000244	blistery	Q8SYE7
FBgn0000244	blistery	Q9VHC3
FBgn0000246	crossover suppressor on 3 of Gowen	Q8MQK7
FBgn0000246	crossover suppressor on 3 of Gowen	Q8SXH0
FBgn0000246	crossover suppressor on 3 of Gowen	Q9VF37
FBgn0000247	claret	Q8T9D9
FBgn0000247	claret	Q9VAG5
FBgn0000250	cactus	Q03017
FBgn0000250	cactus	Q03017-2
FBgn0000250	cactus	""
FBgn0000251	caudal	M9PDI3
FBgn0000251	caudal	P09085
FBgn0000251	caudal	P09085-2
FBgn0000253	Calmodulin	P62152
FBgn0000256	cappuccino	B7Z010
FBgn0000256	cappuccino	B7Z011
FBgn0000256	cappuccino	B7Z012
FBgn0000256	cappuccino	B7Z013
FBgn0000256	cappuccino	B7Z014
FBgn0000256	cappuccino	Q24120
FBgn0000256	cappuccino	Q5BHU8
FBgn0000256	cappuccino	Q8IQ12
FBgn0000256	cappuccino	Q8MRP5
FBgn0000256	cappuccino	Q9VQV9
FBgn0000257	carnation	M9PF72
FBgn0000257	carnation	Q9Y1I2
FBgn0000259	Casein kinase II beta subunit	A4V4C1
FBgn0000259	Casein kinase II beta subunit	M9NDU6
FBgn0000259	Casein kinase II beta subunit	M9NGA3
FBgn0000259	Casein kinase II beta subunit	M9PHA6
FBgn0000259	Casein kinase II beta subunit	P08182
FBgn0000259	Casein kinase II beta subunit	P08182-3
FBgn0000261	Catalase	P17336
FBgn0000273	Protein kinase, cAMP-dependent, catalytic subunit 1	P12370
FBgn0000274	Protein kinase, cAMP-dependent, catalytic subunit 2	A0A0C4DHB5
FBgn0000274	Protein kinase, cAMP-dependent, catalytic subunit 2	P16911
FBgn0000274	Protein kinase, cAMP-dependent, catalytic subunit 2	P16911-2
FBgn0000274	Protein kinase, cAMP-dependent, catalytic subunit 2	Q53XD8
FBgn0000276	Cecropin A1	P14954
FBgn0000277	Cecropin A2	P14954
FBgn0000278	Cecropin B	P14956
FBgn0000278	Cecropin B	Q6LAH5
FBgn0000279	Cecropin C	O16829
FBgn0000280	Cecropin pseudogene 1	A2IPN5
FBgn0000280	Cecropin pseudogene 1	A2IPN6
FBgn0000280	Cecropin pseudogene 1	A2IPN7
FBgn0000283	Centrosomal protein 190kD	Q24478
FBgn0000286	Chorion factor 2	M9PB35
FBgn0000286	Chorion factor 2	P20385
FBgn0000286	Chorion factor 2	P20385-2
FBgn0000286	Chorion factor 2	Q8T3L9
FBgn0000286	Chorion factor 2	""
FBgn0000287	spalt-related	P91639
FBgn0000287	spalt-related	Q5U0U1
FBgn0000287	spalt-related	Q5U0U8
FBgn0000287	spalt-related	Q9VKH3
FBgn0000289	combgap	A0A0B4LF29
FBgn0000289	combgap	A0A0B4LFC7
FBgn0000289	combgap	A1Z9M3
FBgn0000289	combgap	A1Z9M4
FBgn0000289	combgap	A8DYD1
FBgn0000289	combgap	A8DYD2
FBgn0000289	combgap	A8DYD3
FBgn0000289	combgap	B7YZE6
FBgn0000289	combgap	Q7KHK4
FBgn0000289	combgap	Q8IGK0
FBgn0000289	combgap	Q8T0L4
FBgn0000289	combgap	Q95RL3
FBgn0000289	combgap	Q9NI49
FBgn0000289	combgap	""
FBgn0000299	Collagen type IV	P08120
FBgn0000303	Choline acetyltransferase	P07668
FBgn0000303	Choline acetyltransferase	P07668-2
FBgn0000303	Choline acetyltransferase	P07668-3
FBgn0000303	Choline acetyltransferase	""
FBgn0000307	chiffon	M9PD16
FBgn0000307	chiffon	Q9NK54
FBgn0000307	chiffon	Q9NK54-2
FBgn0000308	chickadee	P25843
FBgn0000316	cinnamon	P39205
FBgn0000317	crinkled	Q9V3Z6
FBgn0000318	clot	Q9VMQ9
FBgn0000319	Clathrin heavy chain	P29742
FBgn0000320	eyes absent	M9ND38
FBgn0000320	eyes absent	Q05201
FBgn0000320	eyes absent	Q05201-2
FBgn0000320	eyes absent	Q8MQK0
FBgn0000320	eyes absent	""
FBgn0000326	cricklet	Q9W2F4
FBgn0000330	carmine	O76928
FBgn0000337	cinnabar	A1Z746
FBgn0000337	cinnabar	A1Z746-2
FBgn0000339	cornichon	P49858
FBgn0000346	comatose	P46461
FBgn0000351	cortex	Q960N3
FBgn0000352	costa	O16844
FBgn0000355	Chorion protein 15	P07185
FBgn0000356	Chorion protein 16	P22977
FBgn0000357	Chorion protein 18	P07184
FBgn0000358	Chorion protein 19	P07186
FBgn0000359	Chorion protein 36	P07182
FBgn0000360	Chorion protein 38	P07183
FBgn0000370	cryptocephal	M9PBF8
FBgn0000370	cryptocephal	Q9NIR3
FBgn0000370	cryptocephal	Q9NIR4
FBgn0000370	cryptocephal	Q9NIR5
FBgn0000370	cryptocephal	Q9VID3
FBgn0000376	cramped	O76906
FBgn0000376	cramped	""
FBgn0000377	crooked neck	P17886
FBgn0000382	corkscrew	L7XAI0
FBgn0000382	corkscrew	M9PGI1
FBgn0000382	corkscrew	P29349
FBgn0000382	corkscrew	P29349-2
FBgn0000382	corkscrew	P29349-3
FBgn0000382	corkscrew	P29349-4
FBgn0000382	corkscrew	""
FBgn0000382	corkscrew	""
FBgn0000384	concertina	P25157
FBgn0000392	cup	Q9VMA3
FBgn0000394	crossveinless	Q9W494
FBgn0000395	crossveinless 2	Q9GYX3
FBgn0000395	crossveinless 2	Q9W2H2
FBgn0000404	Cyclin A	M9NFR3
FBgn0000404	Cyclin A	P14785
FBgn0000404	Cyclin A	P14785-2
FBgn0000405	Cyclin B	C9QPI9
FBgn0000405	Cyclin B	P20439
FBgn0000405	Cyclin B	P20439-2
FBgn0000405	Cyclin B	P20439-3
FBgn0000405	Cyclin B	""
FBgn0000405	Cyclin B	""
FBgn0000406	Cytochrome b5-related	P19967
FBgn0000409	Cytochrome c proximal	P84029
FBgn0000411	Dichaete	Q24533
FBgn0000412	D1 chromosomal protein	P22058
FBgn0000414	Disabled	E1JI13
FBgn0000414	Disabled	M9NDT7
FBgn0000414	Disabled	M9NEC1
FBgn0000414	Disabled	M9NG14
FBgn0000414	Disabled	M9PCU3
FBgn0000414	Disabled	M9PFS5
FBgn0000414	Disabled	M9PI84
FBgn0000414	Disabled	P98081
FBgn0000414	Disabled	P98081-2
FBgn0000416	Saposin-related	Q86PA4
FBgn0000416	Saposin-related	Q8IMH4
FBgn0000416	Saposin-related	Q9Y125
FBgn0000422	Dopa decarboxylase	F0JAJ7
FBgn0000422	Dopa decarboxylase	P05031
FBgn0000422	Dopa decarboxylase	P05031-2
FBgn0000422	Dopa decarboxylase	P05031-3
FBgn0000426	Small ribonucleoprotein particle protein SmF	Q24297
FBgn0000427	defective chorion 1	M9NEA7
FBgn0000427	defective chorion 1	M9NEY9
FBgn0000427	defective chorion 1	M9NG31
FBgn0000427	defective chorion 1	P18169
FBgn0000427	defective chorion 1	P18170
FBgn0000427	defective chorion 1	P18171
FBgn0000439	Deformed	P07548
FBgn0000442	Protein kinase, cGMP-dependent at 21D	Q03042
FBgn0000447	Dihydroorotate dehydrogenase	P32748
FBgn0000448	Hormone receptor-like in 46	A0A0B4K736
FBgn0000448	Hormone receptor-like in 46	A0A0B4KEJ3
FBgn0000448	Hormone receptor-like in 46	A1Z858
FBgn0000448	Hormone receptor-like in 46	A1Z859
FBgn0000448	Hormone receptor-like in 46	A8DY91
FBgn0000448	Hormone receptor-like in 46	P31396
FBgn0000448	Hormone receptor-like in 46	Q8SXA4
FBgn0000449	disembodied	Q9NGX9
FBgn0000451	ectodermal	M9PHZ2
FBgn0000451	ectodermal	Q7K1N5
FBgn0000451	ectodermal	Q8IQD9
FBgn0000451	ectodermal	X2JAX9
FBgn0000454	Dipeptidase B	Q9VFQ9
FBgn0000455	Dipeptidase C	Q9VG79
FBgn0000459	disconnected	P23792
FBgn0000463	Delta	P10041
FBgn0000464	Leukocyte-antigen-related-like	A8DZ18
FBgn0000464	Leukocyte-antigen-related-like	M9NCY3
FBgn0000464	Leukocyte-antigen-related-like	M9PD76
FBgn0000464	Leukocyte-antigen-related-like	M9PDF7
FBgn0000464	Leukocyte-antigen-related-like	M9PDR3
FBgn0000464	Leukocyte-antigen-related-like	M9PG93
FBgn0000464	Leukocyte-antigen-related-like	P16621
FBgn0000473	Cytochrome P450-6a2	P33270
FBgn0000477	Deoxyribonuclease II	Q9VED8
FBgn0000479	dunce	M9PDN2
FBgn0000479	dunce	P12252
FBgn0000479	dunce	P12252-3
FBgn0000479	dunce	P12252-4
FBgn0000479	dunce	P12252-5
FBgn0000479	dunce	P12252-6
FBgn0000479	dunce	P12252-7
FBgn0000479	dunce	P12252-9
FBgn0000479	dunce	Q8IRU4
FBgn0000479	dunce	Q8MS17
FBgn0000479	dunce	Q9W4S9
FBgn0000479	dunce	Q9W4S9-2
FBgn0000479	dunce	Q9W4T4
FBgn0000479	dunce	""
FBgn0000479	dunce	""
FBgn0000479	dunce	""
FBgn0000479	dunce	""
FBgn0000479	dunce	""
FBgn0000479	dunce	""
FBgn0000479	dunce	""
FBgn0000482	deep orange	Q24314
FBgn0000482	deep orange	""
FBgn0000489	Protein kinase, cAMP-dependent, catalytic subunit 3	P16912
FBgn0000489	Protein kinase, cAMP-dependent, catalytic subunit 3	P16912-2
FBgn0000489	Protein kinase, cAMP-dependent, catalytic subunit 3	Q194S5
FBgn0000489	Protein kinase, cAMP-dependent, catalytic subunit 3	""
FBgn0000490	decapentaplegic	P07713
FBgn0000492	Drop	Q03372
FBgn0000497	dachsous	Q24292
FBgn0000497	dachsous	X2J8E9
FBgn0000499	dishevelled	P51140
FBgn0000500	Drosulfakinin	P09040
FBgn0000504	doublesex	A0A0B4KGR7
FBgn0000504	doublesex	A0A0B4LGS9
FBgn0000504	doublesex	P23023
FBgn0000504	doublesex	P23023-2
FBgn0000520	deformed wings	Q9U9D0
FBgn0000520	deformed wings	Q9W4V9
FBgn0000524	deltex	Q23985
FBgn0000527	ebony	O76858
FBgn0000527	ebony	Q8SXA1
FBgn0000527	ebony	Q9GSP4
FBgn0000527	ebony	Q9VDC6
FBgn0000529	brain-specific homeobox	Q04787
FBgn0000529	brain-specific homeobox	Q04787-2
FBgn0000533	easter	A0A0B4KGQ4
FBgn0000533	easter	P13582
FBgn0000533	easter	""
FBgn0000535	ether a go-go	M9MSA6
FBgn0000535	ether a go-go	M9MSD1
FBgn0000535	ether a go-go	M9PH56
FBgn0000535	ether a go-go	M9PHM3
FBgn0000535	ether a go-go	M9PHT2
FBgn0000535	ether a go-go	Q02280
FBgn0000535	ether a go-go	Q0KHS8
FBgn0000536	easily shocked	P54352
FBgn0000536	easily shocked	P54352-2
FBgn0000536	easily shocked	P54352-4
FBgn0000536	easily shocked	P54352-5
FBgn0000536	easily shocked	X2JFQ7
FBgn0000536	easily shocked	""
FBgn0000536	easily shocked	""
FBgn0000541	Enhancer of bithorax	E1JHV7
FBgn0000541	Enhancer of bithorax	M9PBG5
FBgn0000541	Enhancer of bithorax	M9PDH1
FBgn0000541	Enhancer of bithorax	M9PE12
FBgn0000541	Enhancer of bithorax	Q9W0T1
FBgn0000541	Enhancer of bithorax	Q9W0T1-2
FBgn0000541	Enhancer of bithorax	Q9W0T1-3
FBgn0000541	Enhancer of bithorax	Q9W0T1-4
FBgn0000541	Enhancer of bithorax	""
FBgn0000541	Enhancer of bithorax	""
FBgn0000542	echinus	O77283
FBgn0000542	echinus	Q1W9P9
FBgn0000542	echinus	Q1W9Q0
FBgn0000542	echinus	Q7K7E6
FBgn0000543	ecdysoneless	Q9W032
FBgn0000546	Ecdysone receptor	A4UZ51
FBgn0000546	Ecdysone receptor	P34021
FBgn0000546	Ecdysone receptor	P34021-2
FBgn0000546	Ecdysone receptor	P34021-3
FBgn0000546	Ecdysone receptor	""
FBgn0000547	echinoid	M9PCI6
FBgn0000547	echinoid	Q961D6
FBgn0000547	echinoid	Q9BN17
FBgn0000547	echinoid	Q9VQW7
FBgn0000551	Ecdysone-dependent gene 78E	P27779
FBgn0000552	Ecdysone-dependent gene 84A	P27780
FBgn0000556	Elongation factor 1alpha48D	P08736
FBgn0000556	Elongation factor 1alpha48D	Q8T3U3
FBgn0000557	Elongation factor 1alpha100E	P05303
FBgn0000559	Elongation factor 2	P13060
FBgn0000560	eagle	M9PIJ7
FBgn0000560	eagle	P15370
FBgn0000562	egalitarian	P92030
FBgn0000562	egalitarian	Q7YU43
FBgn0000562	egalitarian	Q9W1K4
FBgn0000564	Eclosion hormone	Q07892
FBgn0000565	Ecdysone-induced protein 28/29kD	M9PCL6
FBgn0000565	Ecdysone-induced protein 28/29kD	M9PI66
FBgn0000565	Ecdysone-induced protein 28/29kD	P08761
FBgn0000565	Ecdysone-induced protein 28/29kD	P08761-2
FBgn0000565	Ecdysone-induced protein 28/29kD	Q6AWF7
FBgn0000565	Ecdysone-induced protein 28/29kD	Q7KUM8
FBgn0000565	Ecdysone-induced protein 28/29kD	Q7KUN2
FBgn0000565	Ecdysone-induced protein 28/29kD	""
FBgn0000566	Eip55E	O97121
FBgn0000566	Eip55E	Q7JXZ2
FBgn0000567	Ecdysone-induced protein 74EF	E2QCT0
FBgn0000567	Ecdysone-induced protein 74EF	M9NED0
FBgn0000567	Ecdysone-induced protein 74EF	P11536
FBgn0000567	Ecdysone-induced protein 74EF	P20105
FBgn0000567	Ecdysone-induced protein 74EF	Q95SX3
FBgn0000568	Ecdysone-induced protein 75B	E3CTP0
FBgn0000568	Ecdysone-induced protein 75B	P13055
FBgn0000568	Ecdysone-induced protein 75B	P17671
FBgn0000568	Ecdysone-induced protein 75B	P17671-2
FBgn0000568	Ecdysone-induced protein 75B	P17672
FBgn0000568	Ecdysone-induced protein 75B	Q5BIB3
FBgn0000568	Ecdysone-induced protein 75B	Q95SD4
FBgn0000568	Ecdysone-induced protein 75B	""
FBgn0000575	extra macrochaetae	P18491
FBgn0000576	empty spiracles	P18488
FBgn0000576	empty spiracles	Q5BIB4
FBgn0000577	engrailed	P02836
FBgn0000578	enabled	A0A0B4LFX0
FBgn0000578	enabled	Q8T4F7
FBgn0000578	enabled	Q8T4F7-1
FBgn0000578	enabled	Q8T4F7-2
FBgn0000578	enabled	Q8T4F7-3
FBgn0000578	enabled	""
FBgn0000578	enabled	""
FBgn0000578	enabled	""
FBgn0000579	Enolase	E1JHR5
FBgn0000579	Enolase	P15007
FBgn0000579	Enolase	P15007-2
FBgn0000581	Enhancer of Polycomb	A0A0B4KEK1
FBgn0000581	Enhancer of Polycomb	A0A0B4KET9
FBgn0000581	Enhancer of Polycomb	A0A0B4KFP2
FBgn0000581	Enhancer of Polycomb	O96542
FBgn0000581	Enhancer of Polycomb	Q0E9C2
FBgn0000581	Enhancer of Polycomb	Q8MRN0
FBgn0000581	Enhancer of Polycomb	Q95TF0
FBgn0000588	extra sexcombs	Q24338
FBgn0000591	Enhancer of split m8, helix-loop-helix	P13098
FBgn0000592	Esterase 6	C9QP21
FBgn0000594	Esterase P	P18167
FBgn0000606	even skipped	P06602
FBgn0000611	extradenticle	P40427
FBgn0000615	exuperantia	P28750
FBgn0000617	enhancer of yellow 1	Q27272
FBgn0000618	enhancer of yellow 2	Q9VYX1
FBgn0000625	eyegone	O77238
FBgn0000625	eyegone	Q8MTJ1
FBgn0000625	eyegone	Q9VTX7
FBgn0000629	Enhancer of zeste	M9PHZ5
FBgn0000629	Enhancer of zeste	P42124
FBgn0000633	faint sausage	A1Z9G5
FBgn0000633	faint sausage	O61674
FBgn0000635	Fasciclin 2	M9PGF6
FBgn0000635	Fasciclin 2	M9PJ19
FBgn0000635	Fasciclin 2	P34082
FBgn0000635	Fasciclin 2	P34082-2
FBgn0000635	Fasciclin 2	P34082-3
FBgn0000635	Fasciclin 2	X2JAF4
FBgn0000635	Fasciclin 2	X2JCI0
FBgn0000635	Fasciclin 2	""
FBgn0000635	Fasciclin 2	""
FBgn0000636	Fasciclin 3	A8DZ14
FBgn0000636	Fasciclin 3	P15278
FBgn0000636	Fasciclin 3	P15278-2
FBgn0000636	Fasciclin 3	Q8INX7
FBgn0000636	Fasciclin 3	X2J6N7
FBgn0000636	Fasciclin 3	X2JAT7
FBgn0000639	Fat body protein 1	M9PFK6
FBgn0000639	Fat body protein 1	Q04691
FBgn0000639	Fat body protein 1	Q04691-2
FBgn0000639	Fat body protein 1	""
FBgn0000640	Fat body protein 2	P54398
FBgn0000640	Fat body protein 2	X2J986
FBgn0000644	Follicle cell protein 3C	P11450
FBgn0000644	Follicle cell protein 3C	P11450-2
FBgn0000658	four-jointed	P54360
FBgn0000659	fork head	A0A0B4KHC0
FBgn0000659	fork head	P14734
FBgn0000659	fork head	Q7YU22
FBgn0000659	fork head	""
FBgn0000662	female lethal d	A0A0B4K713
FBgn0000662	female lethal d	Q9Y091
FBgn0000662	female lethal d	Q9Y091-2
FBgn0000667	alpha actinin	F0JAG6
FBgn0000667	alpha actinin	M9MS06
FBgn0000667	alpha actinin	M9PGA7
FBgn0000667	alpha actinin	P18091
FBgn0000667	alpha actinin	P18091-2
FBgn0000667	alpha actinin	P18091-3
FBgn0000667	alpha actinin	P18091-4
FBgn0000667	alpha actinin	P18091-5
FBgn0000667	alpha actinin	""
FBgn0000709	flightless I	Q24020
FBgn0000711	flapwing	P48462
FBgn0000711	flapwing	Q8SWU9
FBgn0000711	flapwing	Q8T0U6
FBgn0000715	FMRFamide	P10552
FBgn0000715	FMRFamide	""
FBgn0000719	folded gastrulation	P40795
FBgn0000721	foraging	E1JHR9
FBgn0000721	foraging	P32023
FBgn0000721	foraging	P32023-2
